index,TW_NO,TW_TIME,TW_TEXT,FAV,RT,PERSON,PERSON_LABEL
1018,193717312522686464,2012-04-22 00:06:21,RTの数ってサトミツが稽古場で発表して、たりふた裁判にかけられてたやつですか？文責若林,26,16,若林,1
1019,193716600560558080,2012-04-22 00:03:31,後半部分が文字なのに棒読みが伝わってくる…文責山里,29,15,山里,0
1020,193716047067627520,2012-04-22 00:01:19,たりないふたりを見てくれる人が1人でも増えるなら私はやります！ということなので、たりないふたりが終わったらすぐやめます！繰り返しますが、山里さんとのやりとりは僕にとって楽しいものです！たりないふたり最高！文責若林,53,42,若林,1
1021,193712363428515840,2012-04-21 23:46:41,ここの若林くんのコメントのRTされる数と僕のその数の圧倒的な差を考えたら若林くんのツイッター卒業はココの終了を意味する…若林くん、ココでしか若林くんに本音が言えないんだ、まだココではしゃいでおくれ！文責山里,32,23,山里,0
1022,193709638926077952,2012-04-21 23:35:51,山里さんとやりとりするのはすごく楽しいんですが、先程、そういえばいつまでやるんだろう？という疑問を持ちまして。文責若林,30,18,若林,1
1023,193706264008724480,2012-04-21 23:22:26,携帯を無くした技は、僕も二次会に行く時に使います。携帯を前の店に忘れたかもと言って退席。電源を切っておいて「鳴らしてみて！」のオファーも忘れずに。ですね。文責若林,34,24,若林,1
1024,193705760008572928,2012-04-21 23:20:26,まさか！？やめたくなったのか！？どうした若林くん！まだまだ続けるよ！文責山里,24,14,山里,0
1025,193705345930100736,2012-04-21 23:18:47,"この技もいい！文責若林""@syokinohito: @tarinaifutari 「携帯を家に忘れちゃって…」作戦はどうですか？財布だと、奢る・貸しとくの2大モンスターが現れるリスクがありますが、携帯なら「早く帰って確認したい」で押し通せます。""",26,13,若林,1
1026,193693946759753728,2012-04-21 22:33:30,収録を終え、ニッポン放送へ。山里さん、普通の質問なんですけど、このTwitterいつまでやらなきゃいけないんですかね？文責若林,39,39,若林,1
1027,193598419078627328,2012-04-21 16:13:54,"現実的！いい！文責若林""@pigotti: @tarinaifutari 金欠作戦。今、金欠なんですよ～、なんで、ラーメン屋で軽くって感じでもいいっすか？この場合、ラーメン屋には行かなくちゃならないけど、うだうだ長引かないし、相手もそんなに傷付かないんでいいかなと思います。""",27,15,若林,1
1028,193593970578829313,2012-04-21 15:56:14,たりなさを実感する高校生との仕事終了！すぐさまニュー護身術をチェック！文責若林,26,22,若林,1
1029,193539481209544704,2012-04-21 12:19:42,幻の宅急便が更に進化！文責山里RT @dakaranode ｢宅急便｣｢荷物が届く｣だけじゃ緩いですよ私は｢今日ナマモノが届くのよ〜受け取らなかったら腐っちゃう｣と言います,22,10,山里,0
1030,193537197507485696,2012-04-21 12:10:38,エア人間ドック！文責山里RT @d_on017 「胃腸の検査があるので、22時以降飲食禁止なんだよ～」ってのはどうですか？,17,9,山里,0
1031,193536634271178752,2012-04-21 12:08:24,戻る時に遠い席に座れたらベターRT @tttmtgth 乾杯のテンションが高すぎてついていけない時、相手のグラスの間と自分のグラスの間に自分の指を挟み、乾杯したと同時に「アイタタタ･･」と言い、その人のテンションを下げ、なおかつちょっと冷やして来ますとその場を逃れる文責山里,18,8,山里,0
1032,193535283134865408,2012-04-21 12:03:01,烏龍茶フォローが秀逸！RT @tarinaifutari 「今、医者の薬飲んでてアルコールダメなんすよー。いや、そんな大した病気とかじゃないんですけど。烏龍茶しか飲めなくて申し訳ないですけどご一緒していいですかね？」で「あーいいよいいよまた今度ね」になると思われます文責山里,20,10,山里,0
1033,193533929603604480,2012-04-21 11:57:39,宝の山じゃないか！皆様ごちそうさまです！しかも皆様のおかげで若林くんがバージョンUPしてRTを覚えました！文責山里,23,17,山里,0
1034,193429077317787649,2012-04-21 05:01:00,"これは複数の方から寄せられた案。考えたことも無かった！現場から体が離れなきゃいけないし、日時の変更がききにくい！いい！文責若林""@pigotti: @tarinaifutari あとは、宅急便の荷物、どうしても、今夜受けとらなきゃなんですよ～で逃げ切るとか。""",28,18,若林,1
1035,193427534195589121,2012-04-21 04:54:52,山里さん、みなさんの護身術かなり参考になります！初心者ながらRTが止まりません！文責若林,30,19,若林,1
1036,193407698535067648,2012-04-21 03:36:03,"これは僕もよく使います！あと、海外で働いてる友達が帰国してるパターンね。文責若林""@ankmki: @tarinaifutari 卑怯でしょうか…田舎から親または祖父母が今夜から家にきているんですという家族愛アピールで早めの帰宅を！""",29,14,若林,1
1037,193393307752206337,2012-04-21 02:38:52,"これで「来週の～曜日ならいけるんですが」と一点勝負するのもありですね！文責若林""@A6N9: @tarinaifutari 飲み会の断り方は｢昨日だったら～｣とか「来週なら～」とか具体的に言った方がいいらしですよ！飲み会も面白かったですが、また妄想話聞きたいです(^q^)""",25,14,若林,1
1038,193378617617694720,2012-04-21 01:40:29,RTの仕方が分からなくて、岩崎さんに聞きながら今やってみたら変になっちゃいました。全部、岩崎さんのせいです。文責若林,46,31,若林,1
1039,193377358324039681,2012-04-21 01:35:29,"これいいですね！同期させていただきます！文責若林""@nachiwo_magvel: @tarinaifutari 更に飲み会切り抜け方法。「次の店いきましょー！！」って強引に１次会を終わらせ、２次会の流れを作っておきながら自分は消える。""",29,20,若林,1
1040,193325475068788738,2012-04-20 22:09:19,す、凄い！ここを見ている方々もかなりたりない方々ばかり！嬉しゅうございます！こりゃ皆様の護身術を一回披露したくなるね若林くん！文責山里,18,10,山里,0
1041,193316821187837952,2012-04-20 21:34:56,皆様！飲み会の切り抜け方、飲み会を終わらせる方法ございましたら、たりないふたりにください！ 第一回オンエア後使えなくなった技が多すぎまして…ストレートに言います。助けてください！文責山里,37,36,山里,0
1042,193307502354501632,2012-04-20 20:57:54,若林くん！作戦はふたりの時にしてくれないかな…いや、ここはいいか！ここを見てくれる人はチームたりないという事で！あ、護身術もココでもらって増やそう！皆様！よかったらココで共に護身術を語りましょう！文責山里,18,12,山里,0
1043,193197765029924864,2012-04-20 13:41:51,お互いに奇をてらう発言をしてでも、見てくれる人をもっともっと増やしたいですね！僕も、脳科学とお笑いを結びつけたような発言をして、関心だけでも引きたいです。文責若林,32,23,若林,1
1044,193149567770959873,2012-04-20 10:30:20,ミステリアスも求めてたの！？なるほど、じゃあ僕も急に宇宙の話をしたり、時刻表を駆使したトリックで取材に事件を起こしたりしてミステリアスを演出するよう頑張ります。文責山里,20,8,山里,0
1045,193062781925339136,2012-04-20 04:45:28,山里さん！僕はふざけているのではありません！たりないふたり、はじけてるな。激しいな。そして、なんだかミステリアスだな。と思われたくて仕方ないだけです。文責若林,36,22,若林,1
1046,192976958580211712,2012-04-19 23:04:26,若林くんがまじりっけ無しのお知らせを！これは日頃のふざけた態度の反省と捉えていいのでしょうか？分かりました、山里のリストから「若林、取材で変な大物感を出してライターを困らせる」を消しておきます。文責山里,19,18,山里,0
